claim_id	subject_kind	subject_id	subject_label	claim_type	requested_state	adr_class	supplier_or_reference_boundary	project_owned_changed_boundary	risk_modifiers	existing_evidence	remaining_gap	minimum_closure_action	explicitly_excluded_evidence	escalation_trigger	classification_state	authority_effect	prohibited_inference
PCC-LIBJPEG-TURBO-ADAPTATION	ROOT	generic-root-review:59aa2f063b98cf767441	gpkg/libjpeg-turbo	ADAPTATION_SEMANTICS	REFERENCE_RECIPE_EQUIVALENCE_OR_BOUNDED_TERMUX_ANDROID_ADAPTATION	B	PINNED_TERMUX_GLIBC_RECIPE_TREE_AND_PINNED_UPSTREAM_SOURCE	PROJECT_SELECTED_V6B_ABI_MODE_SHARED_ONLY_BUILD_AND_RPATH_SUPPRESSION_FOR_EXACT_SONAME_62_COMPATIBILITY_PROVIDER	GUI_MULTI_CONSUMER;OBJECT_REQUIREMENT_CONFLICT	generic-root-review:59aa2f063b98cf767441;recipe_tree=cb58a7c1d7f4a1f89d036e4c80da596c0c61234c;tokens=EXTRA_CONFIGURE_ARGS;SUBPACKAGE_SCRIPT;generic-recipe-binding-and-drift-target-receipt-review.tsv;generic-build-attestation-adaptation-root-evidence-receipt-review.tsv;libjpeg-so-62-provider-candidate-disposition.tsv;LIBJPEG-OJ-001-DISP-001;libjpeg-so-62-compatibility-provider-candidate-result-review.tsv;LIBJPEG-OJ-001-CAND-001;libjpeg-so-62-runpath-free-compatibility-provider-candidate-result-review.tsv;LIBJPEG-OJ-001-CAND-002;libjpeg-so-62-gdkpixbuf-consumer-binding-result-review.tsv;LIBJPEG-OJ-001-CONSUMER-001;libjpeg-so-62-gdkpixbuf-diagnostic-matrix-result-review.tsv;LIBJPEG-OJ-001-DIAGNOSTIC-001;libjpeg-so-62-loader-isolated-provider-authority.tsv;LIBJPEG-PROV-001	NONE_FOR_BOUNDED_PROJECT_PRODUCED_V6B_ADAPTATION_AND_FUNCTIONAL_EQUIVALENCE	RETAIN_EXACT_PRODUCING_AND_LOADER_ISOLATED_FUNCTIONAL_EVIDENCE	SUP-02_CUSTODIAN_EXPORT_UNLESS_RECLASSIFICATION_OR_ESCALATION_TRIGGER_REQUIRES_CLASS_C_DEPTH	SEMANTIC_REVIEW_CANNOT_BOUND_GENERATED_OUTPUT;OBSERVED_ARTIFACT_BEHAVIOR_CONFLICTS_WITH_RECIPE;CLAIM_RECLASSIFIED_AS_INDEPENDENT_REPRODUCTION;HIGH_RISK_OUTPUT_REMAINS_OPAQUE	CLASS_C_PRODUCING_RECORD_AND_BOUNDED_FUNCTIONAL_EQUIVALENCE_ACCEPTED	REVIEW_PLAN_ONLY_NO_ADAPTATION_OR_PROVIDER_ACCEPTANCE	RECIPE_TOKEN_PRESENCE_OR_ABSENCE_DOES_NOT_BY_ITSELF_ESTABLISH_PLATFORM_NECESSITY_OR_EQUIVALENCE
PCC-LIBJPEG-TURBO-PROVIDER	ROOT	generic-root-review:59aa2f063b98cf767441	gpkg/libjpeg-turbo	PROVIDER_AUTHORITY	PACKAGE_MEMBERS_AUTHORIZED_AS_RUNTIME_PROVIDER_FOR_THEIR_CAPABILITY_SCOPE	B	AUTHORITATIVE_PACKAGE_MEMBERS_FOR_CAPABILITY_PARTITIONS=gtk-gui	PROJECT_SELECTION_AND_INTEGRATION_OF_REFERENCE_MEMBERS_IN_A_CUSTOM_MIXED_WORLD_APPLICATION_RUNTIME	GUI_MULTI_CONSUMER;OBJECT_REQUIREMENT_CONFLICT	generic-root-review:59aa2f063b98cf767441;generic-artifact:e672a721d7a949048cab;generic-object-review:fc085dca914b298d1356;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv;libjpeg-so-62-provider-candidate-disposition.tsv;LIBJPEG-OJ-001-DISP-001;libjpeg-so-62-compatibility-provider-candidate-result-review.tsv;LIBJPEG-OJ-001-CAND-001;libjpeg-so-62-runpath-free-compatibility-provider-candidate-result-review.tsv;LIBJPEG-OJ-001-CAND-002;libjpeg-so-62-gdkpixbuf-consumer-binding-result-review.tsv;LIBJPEG-OJ-001-CONSUMER-001;libjpeg-so-62-gdkpixbuf-diagnostic-matrix-result-review.tsv;LIBJPEG-OJ-001-DIAGNOSTIC-001;libjpeg-so-62-loader-isolated-provider-authority.tsv;LIBJPEG-PROV-001;authority-coverage-ledger.tsv;generic-source-authority-boundary.tsv;selected-object-authority-base.tsv;libjpeg-so-62-loader-isolated-provider-authority.tsv;LIBJPEG-PROV-001	NONE_FOR_BOUNDED_GDKPIXBUF_JPEG_PROVIDER_AUTHORITY	RETAIN_BOUNDED_PROVIDER_AUTHORITY_AND_REVALIDATE_ON_RECORDED_UPDATE_OR_ROLLBACK_TRIGGER	SUPPLIER_BUILD_PROVENANCE_AS_A_SUBSTITUTE_FOR_PROVIDER_SELECTION_OR_RUNTIME_BINDING	AMBIGUOUS_CONSUMER_BINDING;ABI_OR_SECURITY_CONFLICT;MULTIPLE_NON_EQUIVALENT_PROVIDER_CANDIDATES;NO_OBSERVABLE_FALLBACK;ARTIFACT_MEMBER_RECIPE_OR_CONSUMER_BINDING_CHANGE	BOUNDED_PROVIDER_AUTHORITY_ACCEPTED	EXACT_PROJECT_BUILT_LIBJPEG_SO_62_PROVIDER_AUTHORITY_ACCEPTED_FOR_SELECTED_GDKPIXBUF_2_42_12_FILE_AND_MEMORY_JPEG_DECODE_ONLY_NO_COMPOSITION_TARGET_OR_ACTIVATION_EFFECT	DOES_NOT_ACCEPT_LIBJPEG_SO_8_ALIAS_ORACLE_BYTES_AS_TARGET_COMPLETE_IMAGE_CODEC_OR_GTK_COMPOSITION_TARGET_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
PCC-LIBNETTLE-ARTIFACT	ROOT	generic-root-review:f358ae77e439240484e8	gpkg/libnettle	ARTIFACT_IDENTITY	EXACT_REFERENCE_ARTIFACT_AND_NAMED_MEMBER_CANDIDATE_IDENTITY	A	AUTHORITATIVE_TERMUX_GLIBC_PACKAGE_REPOSITORY_ARTIFACT	ACQUIRE_RETAIN_HASH_AND_BIND_NAMED_MEMBERS_WITHOUT_RECONSTRUCTING_SUPPLIER_BUILD_HISTORY	CONFIGURATION_OR_PACKAGING_DELTA;MULTI_OBJECT_ROOT;SERVICE_TLS_OR_NETWORK_INTEGRATION	generic-root-review:f358ae77e439240484e8;generic-artifact:8583729139206b5b11da;generic-object-review:e833aa37b08d3afa5a5c;generic-object-review:f2e71ab7c45982edc26d;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv	NONE_FOR_EXACT_CANDIDATE_ARTIFACT_AND_NAMED_MEMBER_IDENTITY	NONE_RETAIN_EXACT_ARTIFACT_AND_MEMBER_DIGESTS_AT_TRANSFER	CUSTODIAN_BUILD_INVOCATION;FULL_BUILD_ENVIRONMENT;INDEPENDENT_REPRODUCTION	ARTIFACT_DIGEST_MISMATCH;MEMBER_OR_SONAME_MISMATCH;SUPPLIER_OPACITY_AFFECTING_THE_EXACT_IDENTITY_CLAIM	EVIDENCE_SUFFICIENT_FOR_CANDIDATE_IDENTITY_ONLY	CANDIDATE_IDENTITY_ONLY_NO_PROVIDER_OR_TARGET_EFFECT	EXACT_ARTIFACT_IDENTITY_DOES_NOT_IMPLY_ADAPTATION_ACCEPTANCE_PROVIDER_AUTHORITY_OR_TARGET_MEMBERSHIP
PCC-LIBNETTLE-ADAPTATION	ROOT	generic-root-review:f358ae77e439240484e8	gpkg/libnettle	ADAPTATION_SEMANTICS	REFERENCE_RECIPE_EQUIVALENCE_OR_BOUNDED_TERMUX_ANDROID_ADAPTATION	B	PINNED_TERMUX_GLIBC_RECIPE_TREE_AND_PINNED_UPSTREAM_SOURCE	EXACT_RECIPE_PATCH_HOOK_CONFIGURATION_AND_PACKAGING_DELTAS_RELIED_ON_BY_THE_PROJECT	CONFIGURATION_OR_PACKAGING_DELTA;MULTI_OBJECT_ROOT;SERVICE_TLS_OR_NETWORK_INTEGRATION	generic-root-review:f358ae77e439240484e8;recipe_tree=123402f8505f9f9af168f50f1d32f026f12be5f0;tokens=SUBPACKAGE_SCRIPT;generic-recipe-binding-and-drift-target-receipt-review.tsv;generic-build-attestation-adaptation-root-evidence-receipt-review.tsv	AD-001_AD-002_AD-003_AD-004_SEMANTIC_DELTA_NECESSITY_AND_OBJECT_IMPACT_REVIEW	AGENT_SEMANTIC_DELTA_REVIEW_WITH_OBJECT_IMPACT_AND_PLATFORM_NECESSITY_CLASSIFICATION	SUP-02_CUSTODIAN_EXPORT_UNLESS_RECLASSIFICATION_OR_ESCALATION_TRIGGER_REQUIRES_CLASS_C_DEPTH	SEMANTIC_REVIEW_CANNOT_BOUND_GENERATED_OUTPUT;OBSERVED_ARTIFACT_BEHAVIOR_CONFLICTS_WITH_RECIPE;CLAIM_RECLASSIFIED_AS_INDEPENDENT_REPRODUCTION;HIGH_RISK_OUTPUT_REMAINS_OPAQUE	CLASSIFIED_OPEN_REVIEW_REQUIRED	REVIEW_PLAN_ONLY_NO_ADAPTATION_OR_PROVIDER_ACCEPTANCE	RECIPE_TOKEN_PRESENCE_OR_ABSENCE_DOES_NOT_BY_ITSELF_ESTABLISH_PLATFORM_NECESSITY_OR_EQUIVALENCE
PCC-LIBNETTLE-PROVIDER	ROOT	generic-root-review:f358ae77e439240484e8	gpkg/libnettle	PROVIDER_AUTHORITY	PACKAGE_MEMBERS_AUTHORIZED_AS_RUNTIME_PROVIDER_FOR_THEIR_CAPABILITY_SCOPE	B	AUTHORITATIVE_PACKAGE_MEMBERS_FOR_CAPABILITY_PARTITIONS=printing	PROJECT_SELECTION_AND_INTEGRATION_OF_REFERENCE_MEMBERS_IN_A_CUSTOM_MIXED_WORLD_APPLICATION_RUNTIME	CONFIGURATION_OR_PACKAGING_DELTA;MULTI_OBJECT_ROOT;SERVICE_TLS_OR_NETWORK_INTEGRATION	generic-root-review:f358ae77e439240484e8;generic-artifact:8583729139206b5b11da;generic-object-review:e833aa37b08d3afa5a5c;generic-object-review:f2e71ab7c45982edc26d;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv;authority-coverage-ledger.tsv;generic-source-authority-boundary.tsv;selected-object-authority-base.tsv	ADAPTATION_CLASSIFICATION;CAPABILITY_NECESSITY_AND_CONSUMER_BINDING;CONFLICT_AND_EXCLUSION_REVIEW;UPDATE_AND_ROLLBACK_BOUNDARY	CAPABILITY_LEVEL_PROVIDER_REVIEW_AFTER_ADAPTATION_CLASSIFICATION_WITH_TARGETED_PASSIVE_CONSUMER_BINDING_ONLY_WHERE_AMBIGUOUS	SUPPLIER_BUILD_PROVENANCE_AS_A_SUBSTITUTE_FOR_PROVIDER_SELECTION_OR_RUNTIME_BINDING	AMBIGUOUS_CONSUMER_BINDING;ABI_OR_SECURITY_CONFLICT;MULTIPLE_NON_EQUIVALENT_PROVIDER_CANDIDATES;NO_OBSERVABLE_FALLBACK;ARTIFACT_MEMBER_RECIPE_OR_CONSUMER_BINDING_CHANGE	CLASSIFIED_OPEN_PROVIDER_AUTHORITY_NOT_ACCEPTED	NO_PROVIDER_COMPOSITION_TARGET_OR_ACTIVATION_EFFECT	PACKAGE_MEMBER_AND_RECIPE_EVIDENCE_DO_NOT_IMPLY_PROVIDER_AUTHORITY_OR_COMPLETE_RUNTIME_COMPOSITION
PCC-LIBPNG-ARTIFACT	ROOT	generic-root-review:146b55949f1c16bde2a2	gpkg/libpng	ARTIFACT_IDENTITY	EXACT_REFERENCE_ARTIFACT_AND_NAMED_MEMBER_CANDIDATE_IDENTITY	A	AUTHORITATIVE_TERMUX_GLIBC_PACKAGE_REPOSITORY_ARTIFACT	ACQUIRE_RETAIN_HASH_AND_BIND_NAMED_MEMBERS_WITHOUT_RECONSTRUCTING_SUPPLIER_BUILD_HISTORY	CONCRETE_FILENAME_DRIFT;GUI_MULTI_CONSUMER;MATERIAL_RECIPE_DELTA	generic-root-review:146b55949f1c16bde2a2;generic-artifact:b2835404d3b0f54b75eb;generic-object-review:4fb85bf5b3875d51f2b8;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv	NONE_FOR_EXACT_CANDIDATE_ARTIFACT_AND_NAMED_MEMBER_IDENTITY	NONE_RETAIN_EXACT_ARTIFACT_AND_MEMBER_DIGESTS_AT_TRANSFER	CUSTODIAN_BUILD_INVOCATION;FULL_BUILD_ENVIRONMENT;INDEPENDENT_REPRODUCTION	ARTIFACT_DIGEST_MISMATCH;MEMBER_OR_SONAME_MISMATCH;SUPPLIER_OPACITY_AFFECTING_THE_EXACT_IDENTITY_CLAIM	EVIDENCE_SUFFICIENT_FOR_CANDIDATE_IDENTITY_ONLY	CANDIDATE_IDENTITY_ONLY_NO_PROVIDER_OR_TARGET_EFFECT	EXACT_ARTIFACT_IDENTITY_DOES_NOT_IMPLY_ADAPTATION_ACCEPTANCE_PROVIDER_AUTHORITY_OR_TARGET_MEMBERSHIP
PCC-LIBPNG-ADAPTATION	ROOT	generic-root-review:146b55949f1c16bde2a2	gpkg/libpng	ADAPTATION_SEMANTICS	REFERENCE_RECIPE_EQUIVALENCE_OR_BOUNDED_TERMUX_ANDROID_ADAPTATION	B	PINNED_TERMUX_GLIBC_RECIPE_TREE_AND_PINNED_UPSTREAM_SOURCE	POST_INSTALL_PNG2PNM_AND_PNM2PNG_UTILITY_BUILD_ONLY;SHARED_LIBPNG_MEMBER_USES_UPSTREAM_1_6_47_BUILD_WITH_GENERIC_TERMUX_GLIBC_FRAMEWORK	CONCRETE_FILENAME_DRIFT;GUI_MULTI_CONSUMER;MATERIAL_RECIPE_DELTA	generic-root-review:146b55949f1c16bde2a2;recipe_tree=c28b21ff2f072e880bce82fe81e4022b88945c22;tokens=CUSTOM_TERMUX_STEP;TERMUX_PREFIX_REFERENCE;generic-recipe-binding-and-drift-target-receipt-review.tsv;generic-build-attestation-adaptation-root-evidence-receipt-review.tsv;gdkpixbuf-reference-dependency-provider-authority.tsv;GDKPIXBUF-REF-PROV-LIBPNG-001	NONE_FOR_BOUNDED_SHARED_LIBRARY_SEMANTICS;PNG_UTILITY_BINARIES_EXCLUDED	RETAIN_EXACT_RECIPE_ARTIFACT_MEMBER_AND_GDKPIXBUF_PNG_FUNCTIONAL_MAP_EVIDENCE	SUP-02_CUSTODIAN_EXPORT_UNLESS_RECLASSIFICATION_OR_ESCALATION_TRIGGER_REQUIRES_CLASS_C_DEPTH	SEMANTIC_REVIEW_CANNOT_BOUND_GENERATED_OUTPUT;OBSERVED_ARTIFACT_BEHAVIOR_CONFLICTS_WITH_RECIPE;CLAIM_RECLASSIFIED_AS_INDEPENDENT_REPRODUCTION;HIGH_RISK_OUTPUT_REMAINS_OPAQUE	CLASS_B_PACKAGING_ONLY_UTILITY_ADDITION_LIBRARY_SEMANTICS_REFERENCE_CONSUMED	ADAPTATION_CLASSIFICATION_ACCEPTED_NO_COMPOSITION_TARGET_OR_ACTIVATION_EFFECT	RECIPE_TOKEN_PRESENCE_OR_ABSENCE_DOES_NOT_BY_ITSELF_ESTABLISH_PLATFORM_NECESSITY_OR_EQUIVALENCE
PCC-LIBPNG-PROVIDER	ROOT	generic-root-review:146b55949f1c16bde2a2	gpkg/libpng	PROVIDER_AUTHORITY	PACKAGE_MEMBERS_AUTHORIZED_AS_RUNTIME_PROVIDER_FOR_THEIR_CAPABILITY_SCOPE	B	AUTHORITATIVE_PACKAGE_MEMBERS_FOR_CAPABILITY_PARTITIONS=gtk-gui	PROJECT_SELECTION_AND_INTEGRATION_OF_REFERENCE_MEMBERS_IN_A_CUSTOM_MIXED_WORLD_APPLICATION_RUNTIME	CONCRETE_FILENAME_DRIFT;GUI_MULTI_CONSUMER;MATERIAL_RECIPE_DELTA	generic-root-review:146b55949f1c16bde2a2;generic-artifact:b2835404d3b0f54b75eb;generic-object-review:4fb85bf5b3875d51f2b8;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv;authority-coverage-ledger.tsv;generic-source-authority-boundary.tsv;selected-object-authority-base.tsv;gdkpixbuf-reference-dependency-provider-authority.tsv;GDKPIXBUF-REF-PROV-LIBPNG-001	NONE_FOR_BOUNDED_GDKPIXBUF_PNG_PROVIDER_AUTHORITY	RETAIN_BOUNDED_PROVIDER_AUTHORITY_AND_REVALIDATE_ON_RECORDED_UPDATE_OR_ROLLBACK_TRIGGER	SUPPLIER_BUILD_PROVENANCE_AS_A_SUBSTITUTE_FOR_PROVIDER_SELECTION_OR_RUNTIME_BINDING	AMBIGUOUS_CONSUMER_BINDING;ABI_OR_SECURITY_CONFLICT;MULTIPLE_NON_EQUIVALENT_PROVIDER_CANDIDATES;NO_OBSERVABLE_FALLBACK;ARTIFACT_MEMBER_RECIPE_OR_CONSUMER_BINDING_CHANGE	BOUNDED_PROVIDER_AUTHORITY_ACCEPTED	EXACT_LIBPNG16_PROVIDER_ACCEPTED_FOR_GDKPIXBUF_2_42_12_PNG_FILE_AND_MEMORY_DECODE_ONLY_NO_COMPOSITION_TARGET_OR_ACTIVATION_EFFECT	DOES_NOT_ACCEPT_PNG_UTILITY_BINARIES_UNVERSIONED_DEVELOPMENT_ALIAS_COMPLETE_IMAGE_OR_GTK_COMPOSITION_TARGET_POPULATION_MATERIALIZATION_OR_ACTIVATION
PCC-LIBSQLITE-ARTIFACT	ROOT	generic-root-review:68be7e5a4186aff4fd0d	gpkg/libsqlite	ARTIFACT_IDENTITY	EXACT_REFERENCE_ARTIFACT_AND_NAMED_MEMBER_CANDIDATE_IDENTITY	A	AUTHORITATIVE_TERMUX_GLIBC_PACKAGE_REPOSITORY_ARTIFACT	ACQUIRE_RETAIN_HASH_AND_BIND_NAMED_MEMBERS_WITHOUT_RECONSTRUCTING_SUPPLIER_BUILD_HISTORY	CONCRETE_FILENAME_DRIFT;MATERIAL_RECIPE_DELTA;SECURITY_OR_DATA_INTEGRITY	generic-root-review:68be7e5a4186aff4fd0d;generic-artifact:d377605da9efe94727a1;generic-object-review:cab2fdee3ac4e25f1141;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv	NONE_FOR_EXACT_CANDIDATE_ARTIFACT_AND_NAMED_MEMBER_IDENTITY	NONE_RETAIN_EXACT_ARTIFACT_AND_MEMBER_DIGESTS_AT_TRANSFER	CUSTODIAN_BUILD_INVOCATION;FULL_BUILD_ENVIRONMENT;INDEPENDENT_REPRODUCTION	ARTIFACT_DIGEST_MISMATCH;MEMBER_OR_SONAME_MISMATCH;SUPPLIER_OPACITY_AFFECTING_THE_EXACT_IDENTITY_CLAIM	EVIDENCE_SUFFICIENT_FOR_CANDIDATE_IDENTITY_ONLY	CANDIDATE_IDENTITY_ONLY_NO_PROVIDER_OR_TARGET_EFFECT	EXACT_ARTIFACT_IDENTITY_DOES_NOT_IMPLY_ADAPTATION_ACCEPTANCE_PROVIDER_AUTHORITY_OR_TARGET_MEMBERSHIP
PCC-LIBSQLITE-ADAPTATION	ROOT	generic-root-review:68be7e5a4186aff4fd0d	gpkg/libsqlite	ADAPTATION_SEMANTICS	REFERENCE_RECIPE_EQUIVALENCE_OR_BOUNDED_TERMUX_ANDROID_ADAPTATION	B	PINNED_TERMUX_GLIBC_RECIPE_TREE_AND_PINNED_UPSTREAM_SOURCE	EXACT_RECIPE_PATCH_HOOK_CONFIGURATION_AND_PACKAGING_DELTAS_RELIED_ON_BY_THE_PROJECT	CONCRETE_FILENAME_DRIFT;MATERIAL_RECIPE_DELTA;SECURITY_OR_DATA_INTEGRITY	generic-root-review:68be7e5a4186aff4fd0d;recipe_tree=f40cf35fe65fe08cdcc5dc69d36e19c5bbcca408;tokens=BUILD_IN_SRC;CUSTOM_TERMUX_STEP;PATCH_FILE;SUBPACKAGE_SCRIPT;TERMUX_PREFIX_REFERENCE;generic-recipe-binding-and-drift-target-receipt-review.tsv;generic-build-attestation-adaptation-root-evidence-receipt-review.tsv	AD-001_AD-002_AD-003_AD-004_SEMANTIC_DELTA_NECESSITY_AND_OBJECT_IMPACT_REVIEW;CF-001_CF-002_CF-003_CF-004_ALIAS_SUCCESSOR_AND_ROLLBACK_POLICY	AGENT_SEMANTIC_DELTA_REVIEW_WITH_OBJECT_IMPACT_AND_PLATFORM_NECESSITY_CLASSIFICATION;REVIEW_CONSUMER_ALIAS_BINDING_AND_VERSION_DRIFT_POLICY	SUP-02_CUSTODIAN_EXPORT_UNLESS_RECLASSIFICATION_OR_ESCALATION_TRIGGER_REQUIRES_CLASS_C_DEPTH	SEMANTIC_REVIEW_CANNOT_BOUND_GENERATED_OUTPUT;OBSERVED_ARTIFACT_BEHAVIOR_CONFLICTS_WITH_RECIPE;CLAIM_RECLASSIFIED_AS_INDEPENDENT_REPRODUCTION;HIGH_RISK_OUTPUT_REMAINS_OPAQUE	CLASSIFIED_OPEN_REVIEW_REQUIRED	REVIEW_PLAN_ONLY_NO_ADAPTATION_OR_PROVIDER_ACCEPTANCE	RECIPE_TOKEN_PRESENCE_OR_ABSENCE_DOES_NOT_BY_ITSELF_ESTABLISH_PLATFORM_NECESSITY_OR_EQUIVALENCE
PCC-LIBSQLITE-PROVIDER	ROOT	generic-root-review:68be7e5a4186aff4fd0d	gpkg/libsqlite	PROVIDER_AUTHORITY	PACKAGE_MEMBERS_AUTHORIZED_AS_RUNTIME_PROVIDER_FOR_THEIR_CAPABILITY_SCOPE	B	AUTHORITATIVE_PACKAGE_MEMBERS_FOR_CAPABILITY_PARTITIONS=security	PROJECT_SELECTION_AND_INTEGRATION_OF_REFERENCE_MEMBERS_IN_A_CUSTOM_MIXED_WORLD_APPLICATION_RUNTIME	CONCRETE_FILENAME_DRIFT;MATERIAL_RECIPE_DELTA;SECURITY_OR_DATA_INTEGRITY	generic-root-review:68be7e5a4186aff4fd0d;generic-artifact:d377605da9efe94727a1;generic-object-review:cab2fdee3ac4e25f1141;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv;authority-coverage-ledger.tsv;generic-source-authority-boundary.tsv;selected-object-authority-base.tsv	ADAPTATION_CLASSIFICATION;CAPABILITY_NECESSITY_AND_CONSUMER_BINDING;CONFLICT_AND_EXCLUSION_REVIEW;UPDATE_AND_ROLLBACK_BOUNDARY	CAPABILITY_LEVEL_PROVIDER_REVIEW_AFTER_ADAPTATION_CLASSIFICATION_WITH_TARGETED_PASSIVE_CONSUMER_BINDING_ONLY_WHERE_AMBIGUOUS	SUPPLIER_BUILD_PROVENANCE_AS_A_SUBSTITUTE_FOR_PROVIDER_SELECTION_OR_RUNTIME_BINDING	AMBIGUOUS_CONSUMER_BINDING;ABI_OR_SECURITY_CONFLICT;MULTIPLE_NON_EQUIVALENT_PROVIDER_CANDIDATES;NO_OBSERVABLE_FALLBACK;ARTIFACT_MEMBER_RECIPE_OR_CONSUMER_BINDING_CHANGE	CLASSIFIED_OPEN_PROVIDER_AUTHORITY_NOT_ACCEPTED	NO_PROVIDER_COMPOSITION_TARGET_OR_ACTIVATION_EFFECT	PACKAGE_MEMBER_AND_RECIPE_EVIDENCE_DO_NOT_IMPLY_PROVIDER_AUTHORITY_OR_COMPLETE_RUNTIME_COMPOSITION
PCC-LIBTASN1-ARTIFACT	ROOT	generic-root-review:ad4e1b984c7087426ee9	gpkg/libtasn1	ARTIFACT_IDENTITY	EXACT_REFERENCE_ARTIFACT_AND_NAMED_MEMBER_CANDIDATE_IDENTITY	A	AUTHORITATIVE_TERMUX_GLIBC_PACKAGE_REPOSITORY_ARTIFACT	ACQUIRE_RETAIN_HASH_AND_BIND_NAMED_MEMBERS_WITHOUT_RECONSTRUCTING_SUPPLIER_BUILD_HISTORY	NO_EXPLICIT_DELTA_TOKEN;SERVICE_TLS_OR_NETWORK_INTEGRATION	generic-root-review:ad4e1b984c7087426ee9;generic-artifact:51ed5e4d2e3fcd5ed966;generic-object-review:069310d28c63e1a63e78;generic-artifact-member-comparison-artifacts.tsv;generic-recipe-binding-and-drift-target-receipt-review.tsv	NONE_FOR_EXACT_CANDIDATE_ARTIFACT_AND_NAMED_MEMBER_IDENTITY	NONE_RETAIN_EXACT_ARTIFACT_AND_MEMBER_DIGESTS_AT_TRANSFER	CUSTODIAN_BUILD_INVOCATION;FULL_BUILD_ENVIRONMENT;INDEPENDENT_REPRODUCTION	ARTIFACT_DIGEST_MISMATCH;MEMBER_OR_SONAME_MISMATCH;SUPPLIER_OPACITY_AFFECTING_THE_EXACT_IDENTITY_CLAIM	EVIDENCE_SUFFICIENT_FOR_CANDIDATE_IDENTITY_ONLY	CANDIDATE_IDENTITY_ONLY_NO_PROVIDER_OR_TARGET_EFFECT	EXACT_ARTIFACT_IDENTITY_DOES_NOT_IMPLY_ADAPTATION_ACCEPTANCE_PROVIDER_AUTHORITY_OR_TARGET_MEMBERSHIP
PCC-LIBTASN1-ADAPTATION	ROOT	generic-root-review:ad4e1b984c7087426ee9	gpkg/libtasn1	ADAPTATION_SEMANTICS	REFERENCE_RECIPE_EQUIVALENCE_OR_BOUNDED_TERMUX_ANDROID_ADAPTATION	A	PINNED_TERMUX_GLIBC_RECIPE_TREE_AND_PINNED_UPSTREAM_SOURCE	PACKAGE_SOURCE_PIN_AND_RUNTIME_DEPENDENCY_METADATA_ONLY;NO_PACKAGE_SPECIFIC_SOURCE_OR_BUILD_SEMANTIC_CHANGE	NO_EXPLICIT_DELTA_TOKEN;SERVICE_TLS_OR_NETWORK_INTEGRATION	generic-root-review:ad4e1b984c7087426ee9;recipe_tree=3601f2ed3c9fd4d03c20c0d854d7b3aa05628482;tokens=NONE_DECLARED;generic-recipe-binding-and-drift-target-receipt-review.tsv;generic-build-attestation-adaptation-root-evidence-receipt-review.tsv;no-token-recipe-semantic-review.tsv;NTR-002	NONE_FOR_PACKAGE_SPECIFIC_RECIPE_ADAPTATION_CLASSIFICATION	PROCEED_TO_BOUNDED_PROVIDER_AUTHORITY_REVIEW_WITHOUT_SUPPLIER_BUILD_RECONSTRUCTION	SUP-02_CUSTODIAN_EXPORT_UNLESS_RECLASSIFICATION_OR_ESCALATION_TRIGGER_REQUIRES_CLASS_C_DEPTH	SEMANTIC_REVIEW_CANNOT_BOUND_GENERATED_OUTPUT;OBSERVED_ARTIFACT_BEHAVIOR_CONFLICTS_WITH_RECIPE;CLAIM_RECLASSIFIED_AS_INDEPENDENT_REPRODUCTION;HIGH_RISK_OUTPUT_REMAINS_OPAQUE	CLASS_A_CONFIRMED_RECIPE_SEMANTIC_REVIEW_COMPLETE	ADAPTATION_CLASSIFICATION_ONLY_NO_PROVIDER_COMPOSITION_TARGET_OR_ACTIVATION_EFFECT	RECIPE_TOKEN_PRESENCE_OR_ABSENCE_DOES_NOT_BY_ITSELF_ESTABLISH_PLATFORM_NECESSITY_OR_EQUIVALENCE
